Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
399;7;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;46;0:46:00;Sin cebolla;
400;9;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;28;0:28:00;Ninguna;
400;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;13;0:13:00;Ninguna;
400;9;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;38;0:38:00;Sin cebolla;
401;16;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;20;0:20:00;Ninguna;
402;18;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;16;0:16:00;Sin cebolla;
402;18;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;29;0:29:00;Sin cebolla;
402;18;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;21;0:21:00;Ninguna;
403;14;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;17;0:17:00;Ninguna;
403;14;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;5;0:05:00;Sin cebolla;
403;14;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;8;0:08:00;Sin cebolla;
403;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;55;0:55:00;Sin cebolla;
404;17;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;20;0:20:00;Ninguna;
404;17;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;53;0:53:00;Sin cebolla;
404;17;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;29;0:29:00;Sin cebolla;
405;5;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;41;0:41:00;Sin cebolla;
405;5;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;44;0:44:00;Ninguna;
405;5;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;13;0:13:00;Sin cebolla;
406;14;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;6;0:06:00;Ninguna;
406;14;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;56;0:56:00;Ninguna;
406;14;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;55;0:55:00;Sin cebolla;
407;4;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;32;0:32:00;Ninguna;
407;4;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;18;0:18:00;Sin cebolla;
408;17;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;58;0:58:00;Sin cebolla;
408;17;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;11;0:11:00;Ninguna;
408;17;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;37;0:37:00;Sin cebolla;
409;15;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;44;0:44:00;Sin cebolla;
409;15;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;43;0:43:00;Ninguna;
409;15;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;47;0:47:00;Ninguna;
409;15;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;29;0:29:00;Ninguna;
410;1;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;50;0:50:00;Sin cebolla;
410;1;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;41;0:41:00;Ninguna;
411;3;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;36;0:36:00;Sin cebolla;
411;3;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;33;0:33:00;Ninguna;
411;3;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;9;0:09:00;Ninguna;
412;11;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;57;0:57:00;Sin cebolla;
413;13;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;12;0:12:00;Sin cebolla;
414;14;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;38;0:38:00;Ninguna;
415;14;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;32;0:32:00;Ninguna;
415;14;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;16;0:16:00;Sin cebolla;
415;14;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;39;0:39:00;Ninguna;
416;20;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;9;0:09:00;Sin cebolla;
417;7;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;23;0:23:00;Ninguna;
417;7;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;17;0:17:00;Ninguna;
417;7;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;16;0:16:00;Sin cebolla;
417;7;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;34;0:34:00;Sin cebolla;
418;17;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;45;0:45:00;Ninguna;
418;17;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;55;0:55:00;Sin cebolla;
419;11;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;7;0:07:00;Sin cebolla;
419;11;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;57;0:57:00;Ninguna;
420;18;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;33;0:33:00;Ninguna;
420;18;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;10;0:10:00;Ninguna;
420;18;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;28;0:28:00;Ninguna;
420;18;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;34;0:34:00;Ninguna;
421;10;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;18;0:18:00;Sin cebolla;
421;10;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;53;0:53:00;Sin cebolla;
422;12;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;7;0:07:00;Sin cebolla;
422;12;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;27;0:27:00;Ninguna;
423;4;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;24;0:24:00;Ninguna;
423;4;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;7;0:07:00;Sin cebolla;
424;13;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;43;0:43:00;Ninguna;
424;13;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;45;0:45:00;Sin cebolla;
425;18;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;28;0:28:00;Sin cebolla;
426;5;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;8;0:08:00;Sin cebolla;
426;5;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;38;0:38:00;Sin cebolla;
426;5;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;23;0:23:00;Ninguna;
426;5;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;47;0:47:00;Sin cebolla;
427;2;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;34;0:34:00;Sin cebolla;
427;2;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;52;0:52:00;Ninguna;
427;2;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;24;0:24:00;Sin cebolla;
427;2;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;56;0:56:00;Ninguna;
428;7;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;38;0:38:00;Ninguna;
428;7;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;46;0:46:00;Ninguna;
428;7;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;48;0:48:00;Ninguna;
428;7;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;47;0:47:00;Ninguna;
429;8;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;27;0:27:00;Ninguna;
430;7;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;49;0:49:00;Ninguna;
431;15;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;20;0:20:00;Ninguna;
432;10;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;16;0:16:00;Sin cebolla;
432;10;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;27;0:27:00;Ninguna;
432;10;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;31;0:31:00;Ninguna;
433;10;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;56;0:56:00;Sin cebolla;
433;10;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;18;0:18:00;Ninguna;
434;15;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;26;0:26:00;Ninguna;
434;15;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;32;0:32:00;Sin cebolla;
435;17;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;14;0:14:00;Ninguna;
435;17;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;42;0:42:00;Ninguna;
435;17;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;55;0:55:00;Sin cebolla;
436;10;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;45;0:45:00;Sin cebolla;
437;16;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;51;0:51:00;Sin cebolla;
438;2;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;51;0:51:00;Sin cebolla;
439;15;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;35;0:35:00;Ninguna;
439;15;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;29;0:29:00;Sin cebolla;
440;13;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;36;0:36:00;Ninguna;
440;13;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;9;0:09:00;Ninguna;
441;13;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;54;0:54:00;Ninguna;
441;13;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;36;0:36:00;Sin cebolla;
442;15;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;29;0:29:00;Sin cebolla;
442;15;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;57;0:57:00;Ninguna;
442;15;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;45;0:45:00;Ninguna;
443;4;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;30;0:30:00;Ninguna;
443;4;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;52;0:52:00;Ninguna;
443;4;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;55;0:55:00;Ninguna;
443;4;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;18;0:18:00;Ninguna;
444;8;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;32;0:32:00;Sin cebolla;
444;8;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;49;0:49:00;Sin cebolla;
445;6;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;26;0:26:00;Ninguna;
446;12;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;8;0:08:00;Sin cebolla;
447;8;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;29;0:29:00;Sin cebolla;
447;8;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;50;0:50:00;Sin cebolla;
447;8;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;7;0:07:00;Ninguna;
448;4;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;26;0:26:00;Sin cebolla;
448;4;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;40;0:40:00;Sin cebolla;
449;3;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;33;0:33:00;Sin cebolla;
450;9;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;13;0:13:00;Sin cebolla;
450;9;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;21;0:21:00;Ninguna;
451;3;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;23;0:23:00;Sin cebolla;
451;3;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;41;0:41:00;Sin cebolla;
451;3;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;39;0:39:00;Ninguna;
452;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;53;0:53:00;Ninguna;
452;9;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;28;0:28:00;Ninguna;
452;9;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;42;0:42:00;Sin cebolla;
453;6;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;42;0:42:00;Ninguna;
453;6;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;58;0:58:00;Ninguna;
454;1;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;49;0:49:00;Ninguna;
454;1;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;18;0:18:00;Sin cebolla;
454;1;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;42;0:42:00;Sin cebolla;
454;1;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;44;0:44:00;Ninguna;
455;12;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;11;0:11:00;Ninguna;
456;13;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;47;0:47:00;Sin cebolla;
456;13;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;24;0:24:00;Ninguna;
457;18;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;43;0:43:00;Sin cebolla;
457;18;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;15;0:15:00;Sin cebolla;
458;4;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;11;0:11:00;Sin cebolla;
458;4;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;28;0:28:00;Ninguna;
458;4;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;6;0:06:00;Ninguna;
458;4;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;44;0:44:00;Ninguna;
459;20;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;30;0:30:00;Ninguna;
460;19;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;40;0:40:00;Sin cebolla;
460;19;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;8;0:08:00;Sin cebolla;
460;19;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;43;0:43:00;Ninguna;
460;19;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;33;0:33:00;Ninguna;
461;4;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;38;0:38:00;Sin cebolla;
461;4;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;28;0:28:00;Ninguna;
462;9;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;11;0:11:00;Ninguna;
463;7;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;14;0:14:00;Sin cebolla;
464;16;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;50;0:50:00;Sin cebolla;
464;16;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;24;0:24:00;Ninguna;
464;16;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;10;0:10:00;Ninguna;
465;4;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;37;0:37:00;Ninguna;
465;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;23;0:23:00;Sin cebolla;
466;4;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;50;0:50:00;Sin cebolla;
466;4;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;52;0:52:00;Ninguna;
466;4;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;43;0:43:00;Ninguna;
467;15;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;13;0:13:00;Ninguna;
467;15;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;59;0:59:00;Ninguna;
468;14;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;38;0:38:00;Sin cebolla;
468;14;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;16;0:16:00;Sin cebolla;
468;14;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;9;0:09:00;Sin cebolla;
469;1;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;22;0:22:00;Sin cebolla;
469;1;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;44;0:44:00;Ninguna;
470;17;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;44;0:44:00;Ninguna;
470;17;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;28;0:28:00;Ninguna;
471;7;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;57;0:57:00;Ninguna;
472;20;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;42;0:42:00;Ninguna;
472;20;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;31;0:31:00;Sin cebolla;
473;13;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;51;0:51:00;Sin cebolla;
473;13;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;10;0:10:00;Ninguna;
474;2;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;55;0:55:00;Sin cebolla;
474;2;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;37;0:37:00;Ninguna;
474;2;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;34;0:34:00;Sin cebolla;
474;2;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;35;0:35:00;Ninguna;
475;18;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;21;0:21:00;Sin cebolla;
475;18;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;14;0:14:00;Sin cebolla;
476;13;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;55;0:55:00;Sin cebolla;
476;13;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;34;0:34:00;Ninguna;
476;13;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;5;0:05:00;Sin cebolla;
476;13;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;21;0:21:00;Ninguna;
477;8;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;34;0:34:00;Sin cebolla;
477;8;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;13;0:13:00;Sin cebolla;
477;8;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;47;0:47:00;Sin cebolla;
477;8;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;21;0:21:00;Ninguna;
478;7;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;54;0:54:00;Sin cebolla;
478;7;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;36;0:36:00;Sin cebolla;
479;1;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;45;0:45:00;Ninguna;
479;1;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;38;0:38:00;Sin cebolla;
480;1;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;57;0:57:00;Sin cebolla;
480;1;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;8;0:08:00;Ninguna;
481;9;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;58;0:58:00;Sin cebolla;
482;9;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;21;0:21:00;Sin cebolla;
483;2;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;53;0:53:00;Ninguna;
484;18;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;34;0:34:00;Sin cebolla;
485;6;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;23;0:23:00;Ninguna;
485;6;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;56;0:56:00;Ninguna;
486;15;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;7;0:07:00;Ninguna;
486;15;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;19;0:19:00;Ninguna;
486;15;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;9;0:09:00;Ninguna;
486;15;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;24;0:24:00;Ninguna;
487;17;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;58;0:58:00;Sin cebolla;
487;17;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;29;0:29:00;Sin cebolla;
487;17;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;5;0:05:00;Sin cebolla;
488;10;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;54;0:54:00;Ninguna;
488;10;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;52;0:52:00;Ninguna;
488;10;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;18;0:18:00;Sin cebolla;
489;3;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;28;0:28:00;Sin cebolla;
489;3;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;6;0:06:00;Sin cebolla;
490;1;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;34;0:34:00;Ninguna;
490;1;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;55;0:55:00;Ninguna;
490;1;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;42;0:42:00;Ninguna;
491;7;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;30;0:30:00;Ninguna;
491;7;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;11;0:11:00;Ninguna;
492;4;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;15;0:15:00;Ninguna;
492;4;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;8;0:08:00;Ninguna;
492;4;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;26;0:26:00;Ninguna;
493;2;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;8;0:08:00;Sin cebolla;
494;20;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;9;0:09:00;Ninguna;
494;20;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;22;0:22:00;Ninguna;
495;11;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;13;0:13:00;Sin cebolla;
495;11;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;9;0:09:00;Sin cebolla;
495;11;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;44;0:44:00;Ninguna;
495;11;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;36;0:36:00;Sin cebolla;
496;1;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;28;0:28:00;Ninguna;
496;1;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;23;0:23:00;Ninguna;
496;1;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;41;0:41:00;Sin cebolla;
496;1;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;41;0:41:00;Sin cebolla;
497;13;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;6;0:06:00;Sin cebolla;
497;13;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;32;0:32:00;Sin cebolla;
498;20;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;32;0:32:00;Ninguna;
499;5;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;52;0:52:00;Ninguna;
499;5;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;36;0:36:00;Sin cebolla;
499;5;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;42;0:42:00;Sin cebolla;
500;4;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;22;0:22:00;Sin cebolla;
500;4;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;20;0:20:00;Ninguna;
501;7;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;18;0:18:00;Sin cebolla;
501;7;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;15;0:15:00;Sin cebolla;
501;7;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;6;0:06:00;Ninguna;
502;5;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;33;0:33:00;Ninguna;
502;5;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;5;0:05:00;Ninguna;
502;5;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;35;0:35:00;Sin cebolla;
503;3;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;52;0:52:00;Ninguna;
503;3;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;33;0:33:00;Sin cebolla;
504;2;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;19;0:19:00;Ninguna;
505;5;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;56;0:56:00;Ninguna;
505;5;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;59;0:59:00;Ninguna;
506;18;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;5;0:05:00;Sin cebolla;
507;18;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;53;0:53:00;Ninguna;
507;18;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;16;0:16:00;Sin cebolla;
508;6;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;34;0:34:00;Sin cebolla;
509;5;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;47;0:47:00;Ninguna;
510;6;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;48;0:48:00;Ninguna;
511;2;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;14;0:14:00;Ninguna;
511;2;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;24;0:24:00;Ninguna;
