,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
120,34.0,1.0,Non-Travel,Research & Development,7.0,3.0,Life Sciences,Male,1.0,Sales Representative,Single,56170.0,8.0,25.0,1.0,9.0,3.0,5.0,0.0,4.0,1.0,4.0,2.0,3.0,4.0
121,55.0,0.0,Travel_Rarely,Sales,26.0,3.0,Marketing,Male,1.0,Laboratory Technician,Single,104480.0,2.0,13.0,0.0,30.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0
122,24.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,Female,5.0,Manager,Divorced,28970.0,1.0,18.0,3.0,5.0,4.0,5.0,0.0,3.0,4.0,3.0,4.0,3.0,3.0
123,30.0,0.0,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,Female,2.0,Manager,Married,59680.0,1.0,13.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0
124,26.0,1.0,Travel_Frequently,Sales,14.0,3.0,Life Sciences,Male,2.0,Manager,Single,75100.0,0.0,18.0,3.0,7.0,3.0,6.0,0.0,4.0,3.0,1.0,3.0,3.0,3.0
125,22.0,0.0,Travel_Rarely,Research & Development,16.0,5.0,Other,Male,1.0,Research Scientist,Married,29910.0,1.0,19.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0
126,36.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Female,5.0,Healthcare Representative,Married,196360.0,1.0,12.0,1.0,10.0,3.0,10.0,9.0,0.0,2.0,3.0,3.0,3.0,3.0
127,30.0,1.0,Travel_Frequently,Sales,3.0,2.0,Marketing,Male,3.0,Research Scientist,Single,11290.0,9.0,19.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0
128,37.0,0.0,Travel_Rarely,Research & Development,10.0,1.0,Technical Degree,Male,1.0,Sales Executive,Divorced,133410.0,1.0,14.0,1.0,18.0,3.0,18.0,12.0,17.0,4.0,1.0,2.0,3.0,3.0
129,40.0,0.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,Male,3.0,Research Scientist,Divorced,43320.0,7.0,14.0,2.0,8.0,3.0,5.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0
130,42.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Female,4.0,Manager,Divorced,110310.0,3.0,12.0,1.0,8.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0
131,37.0,0.0,Travel_Rarely,Sales,9.0,1.0,Marketing,Male,3.0,Sales Executive,Single,44400.0,2.0,11.0,1.0,18.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0
132,43.0,0.0,Travel_Rarely,Sales,10.0,2.0,Life Sciences,Female,1.0,Sales Executive,Divorced,46170.0,1.0,11.0,0.0,25.0,2.0,25.0,3.0,9.0,1.0,2.0,3.0,3.0,3.0
133,40.0,0.0,Travel_Rarely,Sales,6.0,2.0,Life Sciences,Female,1.0,Laboratory Technician,Married,26470.0,6.0,13.0,0.0,20.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0
134,54.0,0.0,Travel_Rarely,Human Resources,9.0,3.0,Life Sciences,Female,2.0,Manufacturing Director,Married,63230.0,4.0,23.0,1.0,24.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0
135,34.0,0.0,Non-Travel,Research & Development,28.0,3.0,Medical,Male,1.0,Laboratory Technician,Married,56770.0,9.0,20.0,1.0,6.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0
136,31.0,0.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,Male,3.0,Sales Executive,Married,21870.0,1.0,15.0,1.0,13.0,2.0,13.0,3.0,12.0,2.0,1.0,1.0,2.0,3.0
137,43.0,0.0,Travel_Frequently,Sales,14.0,3.0,Life Sciences,Female,1.0,Manufacturing Director,Married,37480.0,7.0,14.0,2.0,8.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0
138,43.0,0.0,Travel_Rarely,Sales,27.0,4.0,Life Sciences,Male,2.0,Sales Representative,Divorced,39770.0,4.0,18.0,1.0,8.0,3.0,5.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0
139,25.0,0.0,Travel_Rarely,Human Resources,7.0,2.0,Human Resources,Male,1.0,Manufacturing Director,Single,86330.0,1.0,19.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0
140,37.0,0.0,Non-Travel,Research & Development,1.0,3.0,Medical,Male,3.0,Laboratory Technician,Married,20080.0,3.0,22.0,0.0,15.0,5.0,13.0,10.0,7.0,2.0,3.0,3.0,2.0,4.0
141,31.0,0.0,Travel_Rarely,Research & Development,24.0,1.0,Medical,Male,3.0,Laboratory Technician,Married,44400.0,1.0,13.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0
142,39.0,0.0,Travel_Frequently,Research & Development,26.0,4.0,Technical Degree,Female,1.0,Sales Executive,Divorced,30670.0,1.0,20.0,1.0,21.0,5.0,21.0,1.0,6.0,2.0,3.0,3.0,1.0,4.0
143,56.0,0.0,Travel_Frequently,Research & Development,20.0,4.0,Life Sciences,Female,3.0,Sales Executive,Married,53210.0,9.0,14.0,0.0,36.0,1.0,7.0,7.0,7.0,3.0,1.0,2.0,3.0,3.0
144,30.0,0.0,Travel_Rarely,Sales,5.0,4.0,Medical,Female,2.0,Manufacturing Director,Single,54100.0,0.0,17.0,1.0,6.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0
145,41.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Technical Degree,Female,3.0,Research Scientist,Married,27820.0,1.0,14.0,0.0,10.0,2.0,10.0,0.0,7.0,2.0,1.0,3.0,2.0,3.0
146,28.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Medical,Male,3.0,Healthcare Representative,Divorced,119570.0,1.0,13.0,0.0,10.0,2.0,10.0,1.0,8.0,3.0,1.0,3.0,2.0,3.0
147,25.0,1.0,Travel_Rarely,Research & Development,5.0,2.0,Life Sciences,Female,3.0,Laboratory Technician,Married,26600.0,5.0,13.0,0.0,6.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0
148,52.0,0.0,Travel_Rarely,Research & Development,26.0,2.0,Life Sciences,Female,2.0,Sales Representative,Married,33750.0,2.0,21.0,0.0,28.0,2.0,5.0,0.0,4.0,4.0,3.0,3.0,2.0,4.0
149,45.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Female,1.0,Sales Executive,Married,50980.0,3.0,14.0,1.0,8.0,4.0,2.0,0.0,2.0,1.0,4.0,2.0,3.0,3.0
150,52.0,0.0,Travel_Rarely,Research & Development,12.0,3.0,Medical,Male,2.0,Research Scientist,Married,48780.0,2.0,11.0,1.0,31.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0
151,42.0,0.0,Travel_Frequently,Sales,10.0,3.0,Marketing,Female,2.0,Healthcare Representative,Divorced,28370.0,2.0,13.0,1.0,19.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0
152,30.0,0.0,Travel_Rarely,Sales,25.0,3.0,Marketing,Male,1.0,Sales Executive,Single,24060.0,2.0,20.0,1.0,11.0,5.0,5.0,0.0,2.0,3.0,4.0,3.0,3.0,4.0
153,60.0,0.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,Female,1.0,Manufacturing Director,Married,22690.0,5.0,18.0,1.0,33.0,4.0,29.0,11.0,10.0,1.0,1.0,1.0,3.0,3.0
154,46.0,0.0,Travel_Rarely,Sales,19.0,4.0,Marketing,Female,1.0,Sales Executive,Divorced,41080.0,2.0,14.0,0.0,19.0,5.0,10.0,0.0,8.0,3.0,3.0,2.0,2.0,3.0
155,42.0,0.0,Travel_Frequently,Research & Development,18.0,4.0,Technical Degree,Male,4.0,Sales Executive,Married,132060.0,0.0,13.0,2.0,7.0,2.0,6.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0
156,24.0,1.0,Travel_Rarely,Research & Development,27.0,2.0,Medical,Male,1.0,Research Scientist,Single,104220.0,1.0,17.0,1.0,6.0,0.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0
157,34.0,1.0,Travel_Frequently,Research & Development,5.0,3.0,Medical,Male,2.0,Research Scientist,Divorced,137440.0,0.0,20.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,3.0,4.0
158,38.0,0.0,Travel_Frequently,Sales,3.0,3.0,Marketing,Female,2.0,Sales Executive,Married,49070.0,1.0,11.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0
159,40.0,0.0,Travel_Rarely,Sales,26.0,4.0,Marketing,Female,1.0,Sales Executive,Married,34820.0,0.0,18.0,1.0,21.0,2.0,20.0,1.0,12.0,3.0,3.0,3.0,2.0,3.0
160,26.0,0.0,Travel_Rarely,Research & Development,3.0,2.0,Medical,Female,4.0,Healthcare Representative,Divorced,24360.0,1.0,24.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0,4.0,4.0
161,30.0,0.0,Non-Travel,Research & Development,15.0,3.0,Medical,Female,2.0,Sales Executive,Married,23800.0,4.0,18.0,3.0,9.0,2.0,5.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0
162,29.0,0.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,Female,3.0,Manufacturing Director,Married,194310.0,1.0,11.0,0.0,10.0,3.0,10.0,0.0,7.0,2.0,3.0,3.0,3.0,3.0
163,29.0,1.0,Travel_Rarely,Research & Development,19.0,4.0,Life Sciences,Male,3.0,Research Scientist,Married,17900.0,5.0,16.0,1.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0
164,19.0,1.0,Travel_Rarely,Research & Development,4.0,3.0,Medical,Male,1.0,Sales Executive,Single,76440.0,1.0,15.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0
165,30.0,0.0,Non-Travel,Research & Development,2.0,4.0,Life Sciences,Female,3.0,Research Scientist,Married,51310.0,0.0,15.0,1.0,10.0,2.0,9.0,7.0,8.0,3.0,1.0,3.0,3.0,3.0
166,57.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,Male,4.0,Research Scientist,Divorced,63060.0,3.0,12.0,1.0,32.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0
167,50.0,0.0,Travel_Rarely,Sales,10.0,4.0,Life Sciences,Female,3.0,Manager,Married,47870.0,0.0,12.0,0.0,28.0,3.0,27.0,15.0,7.0,2.0,3.0,3.0,3.0,3.0
168,30.0,0.0,Non-Travel,Sales,10.0,2.0,Life Sciences,Male,3.0,Laboratory Technician,Single,188800.0,0.0,22.0,1.0,12.0,3.0,11.0,6.0,7.0,3.0,4.0,2.0,3.0,4.0
169,60.0,0.0,Travel_Frequently,Research & Development,16.0,3.0,Life Sciences,Female,4.0,Laboratory Technician,Married,23390.0,4.0,20.0,0.0,22.0,4.0,18.0,13.0,11.0,3.0,1.0,4.0,3.0,4.0
170,47.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,Male,5.0,Manufacturing Director,Divorced,135700.0,5.0,16.0,2.0,20.0,2.0,5.0,0.0,4.0,1.0,4.0,3.0,2.0,3.0
171,46.0,0.0,Travel_Rarely,Sales,4.0,1.0,Technical Degree,Male,1.0,Laboratory Technician,Married,67120.0,6.0,21.0,1.0,26.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0
172,35.0,0.0,Travel_Rarely,Research & Development,15.0,2.0,Medical,Female,2.0,Laboratory Technician,Single,54060.0,0.0,12.0,1.0,6.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
173,54.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,Male,2.0,Human Resources,Single,89380.0,7.0,11.0,3.0,19.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
174,34.0,0.0,Travel_Rarely,Sales,8.0,2.0,Life Sciences,Male,1.0,Laboratory Technician,Divorced,24390.0,3.0,11.0,2.0,14.0,2.0,7.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0
175,46.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Male,1.0,Healthcare Representative,Married,88370.0,2.0,18.0,0.0,15.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0
176,31.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,Male,2.0,Research Director,Divorced,53430.0,1.0,14.0,1.0,13.0,3.0,13.0,0.0,8.0,3.0,2.0,4.0,3.0,3.0
177,33.0,1.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,Female,4.0,Research Director,Married,67280.0,7.0,22.0,0.0,15.0,2.0,7.0,7.0,7.0,2.0,3.0,4.0,2.0,4.0
178,33.0,1.0,Travel_Rarely,Sales,5.0,4.0,Marketing,Male,2.0,Research Director,Divorced,66520.0,7.0,25.0,0.0,8.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0
179,30.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Male,1.0,Sales Executive,Single,48500.0,0.0,12.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0
180,35.0,0.0,Travel_Rarely,Research & Development,12.0,2.0,Medical,Female,2.0,Sales Representative,Married,28090.0,4.0,23.0,1.0,10.0,2.0,8.0,0.0,0.0,4.0,3.0,3.0,1.0,4.0
181,31.0,1.0,Travel_Frequently,Research & Development,22.0,2.0,Medical,Female,2.0,Sales Executive,Married,56890.0,3.0,15.0,2.0,12.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0
182,34.0,1.0,Travel_Frequently,Sales,17.0,1.0,Marketing,Male,1.0,Research Director,Divorced,20010.0,9.0,22.0,1.0,11.0,5.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0
183,42.0,0.0,Travel_Frequently,Research & Development,2.0,4.0,Medical,Female,1.0,Research Scientist,Married,29770.0,4.0,15.0,3.0,8.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
184,36.0,0.0,Non-Travel,Research & Development,3.0,4.0,Medical,Male,1.0,Research Scientist,Single,40250.0,1.0,11.0,0.0,10.0,3.0,10.0,9.0,7.0,2.0,4.0,2.0,3.0,3.0
185,22.0,1.0,Travel_Frequently,Research & Development,7.0,3.0,Medical,Female,2.0,Laboratory Technician,Single,37850.0,5.0,13.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
186,48.0,0.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,Male,1.0,Laboratory Technician,Married,108540.0,2.0,14.0,1.0,14.0,6.0,9.0,6.0,7.0,2.0,4.0,3.0,3.0,3.0
187,55.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Female,1.0,Sales Executive,Single,120310.0,3.0,11.0,0.0,37.0,5.0,10.0,7.0,7.0,1.0,2.0,3.0,3.0,3.0
188,41.0,0.0,Non-Travel,Research & Development,3.0,2.0,Life Sciences,Female,2.0,Research Scientist,Single,99360.0,7.0,17.0,1.0,16.0,2.0,14.0,1.0,10.0,4.0,4.0,3.0,2.0,3.0
189,35.0,0.0,Travel_Rarely,Research & Development,22.0,3.0,Medical,Female,1.0,Sales Representative,Married,29660.0,9.0,18.0,0.0,15.0,2.0,11.0,6.0,9.0,2.0,3.0,3.0,2.0,3.0
190,40.0,0.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,Female,2.0,Laboratory Technician,Single,25710.0,7.0,14.0,0.0,22.0,1.0,20.0,5.0,13.0,2.0,3.0,3.0,3.0,3.0
191,39.0,0.0,Travel_Frequently,Research & Development,12.0,1.0,Medical,Male,1.0,Research Scientist,Married,99910.0,1.0,16.0,1.0,8.0,3.0,8.0,0.0,7.0,3.0,3.0,3.0,3.0,3.0
192,31.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Male,3.0,Research Director,Single,61420.0,4.0,13.0,2.0,10.0,2.0,6.0,0.0,5.0,2.0,4.0,4.0,2.0,3.0
193,42.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,Male,3.0,Sales Executive,Married,53900.0,1.0,14.0,0.0,10.0,3.0,10.0,5.0,8.0,4.0,1.0,2.0,3.0,3.0
194,45.0,0.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,Female,4.0,Sales Executive,Married,44040.0,0.0,23.0,0.0,9.0,2.0,8.0,3.0,7.0,4.0,2.0,4.0,3.0,4.0
195,26.0,1.0,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,Female,2.0,Laboratory Technician,Divorced,59930.0,0.0,12.0,0.0,8.0,3.0,7.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0
196,29.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,Male,1.0,Research Scientist,Divorced,51300.0,4.0,11.0,0.0,8.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0
197,33.0,0.0,Travel_Rarely,Research & Development,16.0,3.0,Medical,Female,1.0,Laboratory Technician,Divorced,20900.0,4.0,16.0,0.0,10.0,2.0,6.0,0.0,5.0,1.0,3.0,3.0,3.0,3.0
198,31.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,Female,1.0,Sales Executive,Divorced,29090.0,9.0,14.0,2.0,10.0,2.0,5.0,0.0,1.0,3.0,4.0,2.0,3.0,3.0
199,18.0,1.0,Travel_Frequently,Research & Development,2.0,3.0,Technical Degree,Male,1.0,Sales Executive,Single,34680.0,1.0,18.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0
200,40.0,0.0,Non-Travel,Research & Development,1.0,4.0,Technical Degree,Female,2.0,Laboratory Technician,Divorced,30680.0,3.0,19.0,0.0,20.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0
201,41.0,0.0,Non-Travel,Research & Development,23.0,3.0,Life Sciences,Male,2.0,Manufacturing Director,Single,26700.0,2.0,15.0,2.0,10.0,2.0,8.0,0.0,7.0,1.0,3.0,3.0,2.0,3.0
202,26.0,0.0,Travel_Rarely,Research & Development,9.0,4.0,Medical,Male,3.0,Healthcare Representative,Divorced,26930.0,5.0,17.0,3.0,8.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0
203,35.0,0.0,Travel_Rarely,Research & Development,16.0,4.0,Medical,Male,2.0,Human Resources,Single,95260.0,1.0,15.0,0.0,5.0,2.0,5.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0
204,34.0,0.0,Travel_Rarely,Research & Development,26.0,3.0,Medical,Male,1.0,Laboratory Technician,Single,52370.0,1.0,19.0,1.0,10.0,3.0,10.0,5.0,7.0,4.0,4.0,3.0,2.0,3.0
205,26.0,1.0,Travel_Rarely,Sales,1.0,3.0,Marketing,Female,2.0,Manufacturing Director,Single,24260.0,1.0,22.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,4.0
206,37.0,0.0,Travel_Rarely,Research & Development,8.0,1.0,Life Sciences,Male,1.0,Sales Executive,Single,41930.0,4.0,16.0,1.0,12.0,5.0,6.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0
207,46.0,0.0,Travel_Frequently,Research & Development,4.0,1.0,Medical,Male,5.0,Human Resources,Married,29110.0,5.0,13.0,0.0,28.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0
208,41.0,0.0,Travel_Rarely,Research & Development,24.0,1.0,Life Sciences,Male,1.0,Research Director,Married,26610.0,7.0,14.0,1.0,22.0,2.0,18.0,11.0,8.0,2.0,1.0,3.0,3.0,3.0
209,37.0,0.0,Non-Travel,Research & Development,7.0,2.0,Medical,Male,1.0,Sales Executive,Divorced,20280.0,1.0,16.0,1.0,9.0,3.0,9.0,7.0,7.0,1.0,2.0,3.0,3.0,3.0
210,52.0,0.0,Travel_Rarely,Sales,2.0,1.0,Medical,Male,1.0,Laboratory Technician,Divorced,99800.0,3.0,11.0,1.0,18.0,2.0,10.0,6.0,9.0,4.0,1.0,3.0,3.0,3.0
211,32.0,1.0,Non-Travel,Research & Development,7.0,2.0,Life Sciences,Female,2.0,Research Director,Married,32980.0,8.0,22.0,0.0,6.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0
212,24.0,0.0,Travel_Frequently,Sales,22.0,3.0,Life Sciences,Female,1.0,Healthcare Representative,Married,29350.0,0.0,14.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0
213,38.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,Female,1.0,Research Scientist,Married,154270.0,3.0,16.0,1.0,18.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
214,37.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Technical Degree,Female,5.0,Research Scientist,Married,39440.0,6.0,11.0,2.0,8.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0
215,49.0,0.0,Travel_Rarely,Sales,21.0,1.0,Life Sciences,Male,1.0,Sales Executive,Divorced,40110.0,1.0,18.0,2.0,31.0,2.0,31.0,0.0,9.0,4.0,3.0,3.0,1.0,3.0
216,24.0,0.0,Travel_Rarely,Sales,1.0,3.0,Marketing,Female,1.0,Sales Executive,Married,34070.0,1.0,15.0,2.0,6.0,2.0,6.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0
217,26.0,0.0,Travel_Rarely,Research & Development,19.0,4.0,Technical Degree,Female,4.0,Sales Executive,Married,119940.0,1.0,14.0,1.0,6.0,6.0,5.0,1.0,4.0,1.0,2.0,4.0,3.0,3.0
218,24.0,0.0,Travel_Rarely,Sales,7.0,3.0,Medical,Female,1.0,Laboratory Technician,Married,12320.0,1.0,12.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,3.0
219,50.0,0.0,Travel_Frequently,Sales,2.0,2.0,Marketing,Male,1.0,Sales Executive,Married,29600.0,1.0,14.0,3.0,32.0,2.0,32.0,10.0,7.0,1.0,2.0,3.0,3.0,3.0
220,25.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Male,1.0,Research Scientist,Married,190940.0,1.0,16.0,0.0,7.0,3.0,7.0,0.0,6.0,2.0,3.0,3.0,2.0,3.0
221,24.0,1.0,Travel_Frequently,Research & Development,2.0,3.0,Medical,Male,2.0,Research Scientist,Married,39190.0,1.0,21.0,0.0,6.0,3.0,6.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0
222,30.0,1.0,Travel_Frequently,Research & Development,9.0,3.0,Other,Male,2.0,Healthcare Representative,Married,68250.0,1.0,14.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0
223,34.0,0.0,Travel_Rarely,Sales,6.0,2.0,Life Sciences,Male,4.0,Research Director,Married,102480.0,1.0,12.0,1.0,6.0,4.0,6.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0
224,31.0,1.0,Travel_Rarely,Research & Development,9.0,1.0,Medical,Female,1.0,Sales Representative,Divorced,189470.0,2.0,12.0,2.0,9.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0
225,35.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Female,5.0,Sales Executive,Single,24960.0,4.0,17.0,3.0,9.0,3.0,3.0,0.0,2.0,1.0,4.0,3.0,3.0,3.0
226,31.0,0.0,Travel_Rarely,Sales,1.0,3.0,Marketing,Female,2.0,Sales Executive,Divorced,64650.0,4.0,17.0,0.0,13.0,3.0,7.0,5.0,7.0,1.0,4.0,4.0,3.0,3.0
227,27.0,0.0,Travel_Rarely,Sales,22.0,4.0,Medical,Male,1.0,Sales Representative,Divorced,22060.0,0.0,14.0,1.0,6.0,4.0,5.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0
228,37.0,0.0,Travel_Rarely,Sales,9.0,4.0,Marketing,Female,2.0,Laboratory Technician,Married,20860.0,4.0,14.0,0.0,17.0,3.0,3.0,1.0,0.0,4.0,3.0,2.0,3.0,3.0
229,20.0,0.0,Travel_Rarely,Research & Development,17.0,4.0,Medical,Female,1.0,Sales Representative,Single,22930.0,1.0,13.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,3.0
230,42.0,0.0,Travel_Rarely,Research & Development,28.0,4.0,Life Sciences,Female,2.0,Manufacturing Director,Married,26450.0,1.0,15.0,0.0,10.0,5.0,10.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0
231,43.0,0.0,Travel_Rarely,Research & Development,10.0,5.0,Technical Degree,Female,2.0,Sales Executive,Divorced,26830.0,4.0,11.0,0.0,21.0,3.0,1.0,0.0,0.0,2.0,4.0,2.0,3.0,3.0
232,38.0,0.0,Travel_Rarely,Human Resources,2.0,4.0,Medical,Male,1.0,Human Resources,Single,20140.0,3.0,17.0,1.0,8.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,3.0
233,43.0,0.0,Travel_Frequently,Sales,4.0,3.0,Medical,Female,2.0,Healthcare Representative,Divorced,34190.0,3.0,11.0,1.0,10.0,5.0,8.0,4.0,7.0,4.0,3.0,3.0,3.0,3.0
234,48.0,0.0,Travel_Rarely,Research & Development,8.0,1.0,Medical,Male,2.0,Laboratory Technician,Married,53760.0,7.0,13.0,1.0,21.0,3.0,3.0,0.0,2.0,4.0,1.0,1.0,4.0,3.0
235,44.0,0.0,Travel_Rarely,Sales,29.0,4.0,Marketing,Male,2.0,Sales Executive,Single,19510.0,4.0,22.0,3.0,10.0,4.0,2.0,0.0,2.0,1.0,3.0,4.0,4.0,4.0
236,34.0,0.0,Travel_Rarely,Research & Development,13.0,4.0,Life Sciences,Female,1.0,Laboratory Technician,Divorced,23410.0,1.0,20.0,2.0,8.0,3.0,8.0,0.0,6.0,3.0,3.0,3.0,2.0,4.0
237,27.0,1.0,Travel_Rarely,Sales,27.0,3.0,Life Sciences,Male,2.0,Research Scientist,Divorced,22930.0,0.0,18.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0
238,21.0,0.0,Travel_Rarely,Sales,16.0,2.0,Life Sciences,Male,3.0,Sales Executive,Single,87260.0,1.0,11.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0
239,44.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,Male,1.0,Laboratory Technician,Married,40110.0,4.0,14.0,1.0,26.0,2.0,2.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0
240,22.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,Female,2.0,Laboratory Technician,Married,195450.0,0.0,14.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0
241,33.0,0.0,Travel_Rarely,Sales,13.0,4.0,Marketing,Female,2.0,Manufacturing Director,Divorced,45680.0,0.0,18.0,1.0,6.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
